title,release_year,popularity,vote_average,vote_count
À la mode,1993,8.2e-05,0.0,0.0
Andre,1994,3.139316,5.0,31.0
The Escort,1993,0.046196,5.0,5.0
Princess Caraboo,1994,1.943323,4.4,5.0
The Celluloid Closet,1996,6.784687,7.0,24.0
Café au Lait,1993,1.040873,6.8,4.0
Dear Diary,1993,2.904734,6.9,46.0
I Don't Want to Talk About It,1993,1.213481,6.0,1.0
The Brady Bunch Movie,1995,4.233092,5.9,87.0
Home Alone,1990,0.702543,7.1,2487.0
Ghost,1990,11.945397,6.9,1381.0
Aladdin,1992,16.357419,7.4,3495.0
Terminator 2: Judgment Day,1991,22.661695,7.7,4274.0
Dances with Wolves,1990,11.654349,7.6,1084.0
Tough and Deadly,1995,0.426887,6.3,4.0
Batman,1989,19.10673,7.0,2145.0
The Silence of the Lambs,1991,4.307222,8.1,4549.0
Snow White and the Seven Dwarfs,1937,16.263878,6.9,1973.0
Beauty and the Beast,1991,23.433511,7.5,3029.0
Pinocchio,1940,14.202284,6.9,1412.0
Pretty Woman,1990,13.348451,7.0,1807.0
Window to Paris,1993,0.345748,6.0,6.0
The Wild Bunch,1969,11.722424,7.7,266.0
Love and a .45,1994,3.40523,5.5,15.0
The Wooden Man's Bride,1994,0.088451,6.5,1.0
A Great Day in Harlem,1994,0.076352,7.0,2.0
Bye Bye Love,1995,2.47308,6.1,20.0
One Fine Day,1996,7.009946,6.1,160.0
Candyman: Farewell to the Flesh,1995,4.983552,5.0,64.0
Century,1993,1.461029,5.0,1.0
Fargo,1996,12.61469,7.7,2080.0
Homeward Bound II: Lost in San Francisco,1996,14.657754,6.0,105.0
Heavy Metal,1981,7.640073,6.3,150.0
Hellraiser: Bloodline,1996,5.263187,4.9,111.0
The Pallbearer,1996,8.174116,4.6,30.0
Jane Eyre,1996,2.420301,7.1,51.0
Loaded,1996,0.618066,4.0,3.0
Bread and Chocolate,1974,1.306628,7.1,10.0
The Aristocats,1970,9.834047,7.1,1287.0
The Flower of My Secret,1995,2.286788,6.9,43.0
Two Much,1996,1.620174,5.1,24.0
Ed,1996,5.174212,3.6,24.0
Scream of Stone,1991,0.736081,7.5,4.0
My Favorite Season,1993,0.516924,6.4,4.0
A Modern Affair,1996,0.173207,5.0,1.0
Condition Red,1995,0.793932,4.7,3.0
Halfaouine: Boy of the Terraces,1990,1.983301,7.4,5.0
A Thin Line Between Love and Hate,1996,2.256747,5.7,15.0
The Last Supper,1995,4.619915,6.5,82.0
Primal Fear,1996,10.326213,7.4,644.0
Rude,1995,0.065827,6.0,1.0
Carried Away,1996,1.67218,5.4,5.0
All Dogs Go to Heaven 2,1996,5.028897,5.0,50.0
Land and Freedom,1995,6.144235,7.0,53.0
Denise Calls Up,1995,0.466476,6.6,5.0
Theodore Rex,1995,2.583686,3.6,17.0
A Family Thing,1996,6.207993,5.6,14.0
Frisk,1996,0.319215,3.0,3.0
Sgt. Bilko,1996,5.70904,5.5,96.0
Jack & Sarah,1995,1.523446,5.1,10.0
Girl 6,1996,4.405169,5.7,17.0
Diabolique,1996,4.530079,5.4,74.0
"Little Indian, Big City",1994,4.728163,6.0,145.0
Roula,1995,0.149157,5.0,1.0
Peanuts – Die Bank zahlt alles,1996,0.066123,4.0,1.0
Happy Weekend,1996,0.002229,0.0,0.0
Nelly and Monsieur Arnaud,1996,1.784647,7.1,16.0
Courage Under Fire,1996,11.595316,6.2,240.0
Mission: Impossible,1996,15.793477,6.7,2677.0
Cold Fever,1995,0.494977,7.7,6.0
Moll Flanders,1996,2.337263,6.2,19.0
The Superwife,1996,0.821299,5.3,7.0
"301, 302",1995,0.396626,6.2,10.0
DragonHeart,1996,23.63659,6.4,553.0
Und keiner weint mir nach,1996,0.439989,0.0,0.0
My Mother's Courage,1995,0.622885,0.0,0.0
Eddie,1996,3.09233,5.4,46.0
Yankee Zulu,1993,1.558066,6.0,4.0
Billy's Holiday,1995,0.002444,0.0,0.0
Purple Noon,1960,3.804493,7.3,73.0
August,1996,0.987434,5.3,3.0
James and the Giant Peach,1996,13.217623,6.2,375.0
Fear,1996,6.954926,6.1,157.0
Kids in the Hall: Brain Candy,1996,2.299851,5.9,26.0
Faithful,1996,1.296862,4.8,4.0
Underground,1995,14.587894,7.5,143.0
All Things Fair,1995,3.582047,6.1,23.0
Bloodsport II,1996,3.085207,5.2,23.0
Pather Panchali,1955,3.900709,7.9,63.0
The World of Apu,1959,2.381806,8.2,40.0
Mystery Science Theater 3000: The Movie,1996,2.985163,7.0,71.0
Tarantella,1996,0.001662,0.0,0.0
Space Jam,1996,11.054251,6.5,1335.0
Barbarella,1968,14.304205,5.7,149.0
Hostile Intentions,1995,0.062388,8.0,1.0
They Bite,1996,0.466991,5.5,1.0
Some Folks Call It a Sling Blade,1994,0.459376,7.5,8.0
The Run of the Country,1995,0.117662,8.0,2.0
Alphaville,1965,4.658149,6.8,100.0
Coup de Torchon,1981,2.272213,6.8,21.0
Tigrero: A Film That Was Never Made,1994,0.18343,7.5,4.0
The Eye of Vichy,1993,0.004117,0.0,0.0
Windows,1980,0.400023,5.8,9.0
It's My Party,1996,2.791667,6.2,9.0
Country Life,1994,0.487357,8.0,1.0
Operation Dumbo Drop,1995,4.357971,4.7,37.0
The Promise,1995,0.122178,5.0,1.0
Mrs. Winterbourne,1996,9.1861,5.5,26.0
Solo,1996,1.899069,3.9,18.0
Under The Domim Tree,1994,0.71066,6.5,2.0
The Substitute,1996,10.68537,5.8,60.0
True Crime,1996,1.217249,5.1,7.0
Butterfly Kiss,1995,0.877853,7.4,5.0
Feeling Minnesota,1996,10.298582,5.5,29.0
Delta of Venus,1995,1.099187,3.3,5.0
To Cross the Rubicon,1991,0.006854,0.0,0.0
Angus,1995,2.25008,6.8,24.0
Priest Daens,1992,0.755047,6.7,15.0
Faces,1968,7.918418,7.1,36.0
Boys,1996,1.579153,5.3,11.0
The Quest,1996,7.941972,5.3,126.0
Cosi,1996,0.947007,7.1,9.0
Sunset Park,1996,1.231692,5.1,7.0
Mulholland Falls,1996,5.79463,6.2,73.0
The Truth About Cats & Dogs,1996,5.121203,5.7,86.0
Oliver & Company,1988,10.813579,6.5,372.0
Celtic Pride,1996,1.940747,4.9,35.0
Flipper,1996,4.557006,5.3,85.0
Captives,1994,1.926109,6.0,10.0
Of Love and Shadows,1994,0.709209,4.4,11.0
Dead Man,1995,6.505272,7.2,397.0
The Horseman on the Roof,1995,1.690768,6.7,25.0
Switchblade Sisters,1975,6.035166,6.6,27.0
Mouth to Mouth,1995,1.133409,5.5,5.0
The Visitors,1993,7.326169,7.1,433.0
Multiplicity,1996,8.768806,5.5,158.0
"The Haunted World of Edward D. Wood, Jr.",1996,0.037443,10.0,1.0
Two Friends,2002,0.003949,0.0,0.0
The Craft,1996,12.860385,6.3,388.0
The Great White Hype,1996,3.321765,5.1,29.0
Last Dance,1996,1.196686,5.6,9.0
Cold Comfort Farm,1995,1.92386,7.0,21.0
"Institute Benjamenta, or This Dream People Call Human Life",1995,0.543042,7.7,11.0
Heaven's Prisoners,1996,9.264679,5.0,17.0
Original Gangstas,1996,0.343579,5.5,5.0
The Rock,1996,13.249824,6.9,1474.0
Getting Away with Murder,1996,0.746662,5.5,6.0
Cemetery Man,1994,6.247819,7.0,105.0
Twister,1996,8.739144,6.1,966.0
Barb Wire,1996,5.877599,3.9,117.0
Le Garçu,1995,0.125882,5.0,1.0
Honeymoon,1996,0.652621,0.0,0.0
Ghost in the Shell,1995,10.686166,7.8,854.0
Thinner,1996,4.856229,5.5,125.0
Spy Hard,1996,8.202057,4.9,148.0
Brothers in Trouble,1995,0.594716,0.0,0.0
A Close Shave,1995,6.796858,7.5,223.0
Force of Evil,1948,4.386329,6.6,33.0
The Stupids,1996,1.751457,4.2,22.0
The Arrival,1996,6.497591,6.1,200.0
The Man from Down Under,1943,0.068254,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,9.80398,8.0,1472.0
Careful,1992,0.160571,7.8,4.0
A Month by the Lake,1995,0.851078,7.2,7.0
Gold Diggers: The Secret of Bear Mountain,1995,5.508101,5.8,20.0
Kim,1950,1.048075,7.0,5.0
Carmen Miranda: Bananas Is My Business,1995,0.146287,10.0,1.0
Ashes of Time,1994,5.215992,7.1,73.0
The Jar,1994,0.401531,8.0,3.0
Maya Lin: A Strong Clear Vision,1995,0.001608,0.0,0.0
Stalingrad,1993,7.667284,7.4,116.0
The Phantom,1996,8.079541,4.7,138.0
Striptease,1996,11.341502,4.4,210.0
The Last of the High Kings,1996,1.427756,5.7,15.0
Heavy,1995,0.889498,7.7,11.0
Jack,1996,6.287245,5.9,340.0
I Shot Andy Warhol,1996,2.771201,6.1,32.0
The Grass Harp,1995,0.365418,6.1,4.0
Someone Else's America,1995,0.099602,0.0,0.0
Life is Rosy,1987,0.514363,6.5,2.0
Quartier Mozart,1992,0.011938,5.0,1.0
Touki Bouki,1973,0.043903,7.3,10.0
God's Gift,1982,0.049573,5.0,1.0
Spirits of the Dead,1968,1.794298,5.5,24.0
Babyfever,1994,0.001687,0.0,0.0
Pharaoh's  Army,1995,0.837911,6.3,5.0
Trainspotting,1996,19.348466,7.8,2737.0
Til There Was You,1997,2.700061,3.9,4.0
Independence Day,1996,17.634197,6.7,3334.0
Stealing Beauty,1996,6.418805,6.6,99.0
The Fan,1996,12.202063,5.7,202.0
The Hunchback of Notre Dame,1996,13.553999,6.8,1182.0
The Cable Guy,1996,7.586577,5.7,603.0
Kingpin,1996,11.633347,6.7,248.0
Eraser,1996,6.919314,5.6,553.0
The Gate of Heavenly Peace,1995,0.10705,6.7,3.0
The Nutty Professor,1996,9.651581,5.4,717.0
"I, the Worst of All",1990,0.202495,6.8,3.0
An Unforgettable Summer,1994,0.826372,7.2,6.0
A Hungarian Fairy Tale,1987,0.043125,0.0,0.0
My Life and Times With Antonin Artaud,1993,0.000308,8.0,1.0
Midnight Dancers,1994,0.05956,7.0,1.0
Somebody to Love,1994,0.970688,5.1,2.0
A Very Natural Thing,1974,0.147662,6.3,3.0
The Old Lady Who Walked in the Sea,1991,0.573423,0.0,0.0
Daylight,1996,11.995799,5.8,385.0
The Frighteners,1996,12.09096,6.7,413.0
Lone Star,1996,9.069963,6.9,79.0
Harriet the Spy,1996,4.086563,5.7,47.0
Phenomenon,1996,5.575992,6.2,328.0
Walking and Talking,1996,0.913281,6.6,8.0
She's the One,1996,10.827266,5.7,71.0
A Time to Kill,1996,13.309013,7.0,522.0
American Buffalo,1996,7.031279,6.2,9.0
Rendezvous in Paris,1995,0.227128,6.5,4.0
Alaska,1996,2.318141,5.2,32.0
Fled,1996,3.906949,5.2,49.0
Kazaam,1996,8.962892,3.6,60.0
Magic Hunter,1994,0.091984,6.0,1.0
Larger Than Life,1996,3.521921,5.4,35.0
A Boy Called Hate,1996,1.56604,6.0,2.0
Power 98,1996,0.926867,4.0,1.0
Two Deaths,1995,0.145092,7.0,2.0
A Very Brady Sequel,1996,9.898696,5.8,42.0
Stefano Quantestorie,1993,0.036699,6.0,1.0
Death in the Garden,1956,1.116063,7.4,8.0
Hedd Wyn,1992,0.270432,6.5,2.0
La Collectionneuse,1967,1.683348,6.5,25.0
Kaspar Hauser,1993,0.000578,6.3,4.0
Regular Guys,1996,1.165202,5.2,9.0
Diebinnen,1996,0.106345,4.0,1.0
The Convent,1995,1.606957,6.5,6.0
The Adventures of Pinocchio,1996,7.523528,5.0,55.0
Joe's Apartment,1996,9.490858,5.0,87.0
The First Wives Club,1996,10.177303,6.5,172.0
Stonewall,1995,0.940228,7.2,10.0
Ransom,1996,8.772188,6.4,482.0
High School High,1996,4.220058,5.4,51.0
Phat Beach,1996,0.879852,5.4,8.0
Foxfire,1996,3.186891,6.3,30.0
Chain Reaction,1996,15.874491,5.3,291.0
Matilda,1996,10.034915,6.9,892.0
Emma,1996,6.593011,6.7,152.0
The Crow: City of Angels,1996,6.554679,5.2,119.0
House Arrest,1996,12.297782,5.0,32.0
Eyes Without a Face,1960,9.935891,7.5,130.0
Bordello of Blood,1996,3.450402,5.0,63.0
Lotto Land,1995,0.042365,7.0,1.0
The Story of Xinghua,1994,0.001652,0.0,0.0
The Day the Sun Turned Cold,1994,0.076062,7.0,2.0
Flirt,1995,1.663948,7.5,4.0
The Big Squeeze,1996,0.404501,5.0,1.0
The Spitfire Grill,1996,1.19589,6.8,17.0
Escape from L.A.,1996,12.229381,5.6,381.0
Cyclo,1995,1.781952,6.8,23.0
Basquiat,1996,4.797674,6.6,97.0
Tin Cup,1996,6.24966,5.9,152.0
Dingo,1991,0.124273,6.0,1.0
The Ballad of Narayama,1958,0.969254,6.4,12.0
Every Other Weekend,1990,0.629807,6.0,2.0
Mille bolle blu,1993,0.03537,6.0,1.0
Crows and Sparrows,1949,0.036478,5.0,1.0
The Godfather,1972,41.109264,8.5,6024.0
Maybe... Maybe Not,1994,8.593319,6.1,34.0
Police Story 3: Supercop,1992,6.751864,6.7,109.0
Manny & Lo,1996,1.143656,6.3,9.0
Wife,1953,0.096079,0.0,0.0
Small Faces,1996,0.90913,6.4,10.0
Bound,1996,12.449574,6.9,203.0
Carpool,1996,3.714049,4.9,17.0
Death in Brunswick,1990,0.913987,6.1,7.0
Kansas City,1996,5.130136,6.1,13.0
Gone Fishin',1997,2.289647,4.7,48.0
Lover's Knot,1996,0.14315,4.0,2.0
Vive L'Amour,1994,1.404588,7.3,16.0
Shadow of Angels,1976,0.364246,4.0,2.0
Killer: A Journal of Murder,1996,0.705136,6.3,10.0
Nothing to Lose,1994,0.001771,0.0,0.0
Project S,1993,1.262539,5.8,12.0
Girls Town,1996,0.635669,5.2,3.0
Bye-Bye,1995,0.109406,7.7,3.0
The Relic,1997,7.699967,5.8,130.0
The Island of Dr. Moreau,1996,12.725343,4.6,148.0
First Kid,1996,6.510437,5.3,28.0
The Trigger Effect,1996,9.028947,6.6,18.0
Sweet Nothing,1995,0.234665,5.0,2.0
Bogus,1996,2.523605,5.4,46.0
Bulletproof,1996,7.859132,5.4,164.0
Talk of Angels,1998,0.978989,6.8,4.0
The Land Before Time III: The Time of the Great Giving,1995,6.372442,6.1,86.0
1-900,1994,0.062128,5.0,1.0
Baton Rouge,1988,0.437895,0.0,0.0
Halloween: The Curse of Michael Myers,1995,8.768288,5.0,173.0
Twelfth Night,1996,4.69668,7.0,22.0
Mother Night,1996,6.038784,7.1,13.0
Liebelei,1933,0.472479,6.3,8.0
Venice,2010,0.14713,7.5,4.0
Wild Reeds,1994,2.115268,7.4,18.0
For Whom the Bell Tolls,1943,14.373861,6.1,41.0
The Philadelphia Story,1940,8.888069,7.7,196.0
Singin' in the Rain,1952,11.064858,7.9,747.0
An American in Paris,1951,5.565203,6.9,133.0
Funny Face,1957,5.461487,7.0,162.0
Breakfast at Tiffany's,1961,10.879289,7.6,1082.0
Vertigo,1958,18.20822,8.0,1162.0
Rear Window,1954,17.911314,8.2,1531.0
It Happened One Night,1934,6.465257,7.7,283.0
Gaslight,1944,14.545058,7.2,73.0
The Gay Divorcee,1934,2.863935,7.2,17.0
North by Northwest,1959,12.410427,7.8,1062.0
The Apartment,1960,11.994281,8.1,498.0
Some Like It Hot,1959,11.845107,8.0,835.0
Charade,1963,7.098731,7.7,351.0
Casablanca,1942,13.916101,7.9,1462.0
The Maltese Falcon,1941,5.782544,7.8,435.0
My Fair Lady,1964,12.494394,7.4,361.0
Sabrina,1954,7.359741,7.4,284.0
Roman Holiday,1953,11.954806,7.8,502.0
The Little Princess,1939,5.640722,7.0,22.0
Meet Me in St. Louis,1944,7.331511,6.8,66.0
The Wizard of Oz,1939,22.064932,7.4,1689.0
Gone with the Wind,1939,14.240357,7.7,995.0
My Favorite Year,1982,2.923672,7.1,35.0
Sunset Boulevard,1950,11.709777,8.2,533.0
Citizen Kane,1941,15.811921,8.0,1244.0
2001: A Space Odyssey,1968,22.494622,7.9,3075.0
Golden Earrings,1947,0.949155,4.8,3.0
All About Eve,1950,12.06308,8.0,367.0
The Women,1939,5.076649,6.4,26.0
Rebecca,1940,8.590813,7.7,346.0
Foreign Correspondent,1940,9.955445,7.0,86.0
Notorious,1946,10.135111,7.8,345.0
Spellbound,1945,5.47596,7.3,166.0
An Affair to Remember,1957,9.813419,7.1,101.0
To Catch a Thief,1955,5.490505,7.1,299.0
Father of the Bride,1950,2.469167,6.6,43.0
The Band Wagon,1953,3.573935,7.1,46.0
Ninotchka,1939,5.120036,7.3,77.0
Love in the Afternoon,1957,8.196679,7.3,55.0
Gigi,1958,10.36311,6.1,68.0
The Reluctant Debutante,1958,1.954175,6.6,11.0
The Adventures of Robin Hood,1938,10.685036,7.6,170.0
The Mark of Zorro,1940,7.431939,7.1,39.0
Laura,1944,9.884516,7.6,173.0
The Ghost and Mrs. Muir,1947,3.008607,7.3,59.0
Lost Horizon,1937,3.166544,6.8,42.0
Top Hat,1935,7.122093,7.4,62.0
To Be or Not to Be,1942,7.274948,7.7,119.0
My Man Godfrey,1936,5.480098,7.7,69.0
Giant,1956,10.864284,7.5,169.0
East of Eden,1955,6.42883,7.5,163.0
The Thin Man,1934,10.573867,7.4,97.0
His Girl Friday,1940,9.88321,7.5,171.0
Around the World in Eighty Days,1956,6.164226,6.5,85.0
It's a Wonderful Life,1946,15.031588,8.0,1103.0
Mr. Smith Goes to Washington,1939,8.168694,7.9,245.0
Bringing Up Baby,1938,6.60577,7.6,201.0
Penny Serenade,1941,2.446972,6.4,23.0
The Scarlet Letter,1926,0.284522,8.3,4.0
Lady of Burlesque,1943,0.264695,5.0,7.0
Of Human Bondage,1934,1.831221,6.4,26.0
Angel on My Shoulder,1946,0.594433,5.7,6.0
Little Lord Fauntleroy,1936,4.709847,6.6,13.0
They Made Me a Criminal,1939,1.758391,5.6,8.0
The Inspector General,1949,0.896505,6.2,17.0
Angel and the Badman,1947,8.08426,6.6,27.0
The 39 Steps,1935,5.865697,7.4,217.0
A Walk in the Sun,1945,8.85591,5.2,14.0
The Outlaw,1943,1.450989,4.9,16.0
Night of the Living Dead,1968,14.384198,7.5,591.0
The African Queen,1951,6.636872,7.4,232.0
Beat the Devil,1953,2.001733,6.2,31.0
Cat on a Hot Tin Roof,1958,11.794846,7.6,168.0
The Last Time I Saw Paris,1954,0.912955,5.1,9.0
Meet John Doe,1941,10.750619,7.3,52.0
Algiers,1938,0.348765,5.8,6.0
Something to Sing About,1937,0.367546,3.8,2.0
A Farewell to Arms,1932,1.914697,6.2,29.0
Moonlight Murder,1936,0.283269,6.0,1.0
Nothing Personal,1996,0.064512,4.0,1.0
"Yes, Madam",1985,1.060097,7.4,11.0
Dangerous Ground,1997,1.463219,5.0,8.0
Picnic,1955,8.500509,6.7,19.0
Madagascar Skin,1995,0.580724,0.0,0.0
The Pompatus of Love,1996,0.537795,5.3,2.0
Small Wonders,1995,0.00264,0.0,0.0
Fly Away Home,1996,5.511155,6.6,114.0
Bliss,1997,1.262649,4.8,6.0
Grace of My Heart,1996,9.364418,6.5,15.0
Brother of Sleep,1995,0.751733,6.8,6.0
Maximum Risk,1996,7.370163,5.3,104.0
Michael Collins,1996,6.728199,6.8,98.0
The Rich Man's Wife,1996,6.746475,4.9,11.0
Infinity,1996,1.226688,0.0,0.0
Big Night,1996,2.702973,6.8,45.0
Last Man Standing,1996,11.845918,6.2,263.0
Caught,1996,1.625873,6.5,5.0
Set It Off,1996,6.85606,6.9,66.0
2 Days in the Valley,1996,4.989276,5.9,73.0
Curdled,1996,2.781581,6.2,29.0
L'associé,1979,0.000308,6.0,3.0
Ed's Next Move,1996,0.550278,3.0,1.0
Extreme Measures,1996,4.990506,5.7,80.0
The Glimmer Man,1996,5.918737,4.7,102.0
D3: The Mighty Ducks,1996,5.511475,5.3,99.0
The Chamber,1996,3.998494,5.9,62.0
The Apple Dumpling Gang,1975,4.040945,6.6,34.0
"Davy Crockett, King of the Wild Frontier",1955,5.497359,5.9,14.0
Escape to Witch Mountain,1975,7.151691,6.5,60.0
The Love Bug,1968,10.091707,6.0,126.0
Herbie Rides Again,1974,4.914603,5.9,77.0
Old Yeller,1957,12.887829,7.0,68.0
The Parent Trap,1961,5.807074,6.8,92.0
Pollyanna,1960,3.254308,6.9,50.0
Homeward Bound: The Incredible Journey,1993,7.186506,6.6,218.0
The Shaggy Dog,1959,3.404213,6.2,22.0
Swiss Family Robinson,1960,4.623089,7.0,88.0
That Darn Cat!,1965,2.803679,6.4,28.0
"20,000 Leagues Under the Sea",1954,8.722406,6.9,160.0
Cool Runnings,1993,8.30721,6.8,510.0
Angels in the Outfield,1994,10.892812,5.7,124.0
Cinderella,1950,14.436858,6.8,1760.0
Winnie the Pooh and the Blustery Day,1968,1.054814,7.8,20.0
The Three Caballeros,1944,8.702472,6.2,108.0
The Sword in the Stone,1963,10.636458,6.9,935.0
So Dear to My Heart,1948,0.901443,6.3,5.0
Robin Hood: Prince of Thieves,1991,10.639244,6.6,937.0
Mary Poppins,1964,15.11549,7.4,1217.0
Dumbo,1941,14.655879,6.8,1206.0
Pete's Dragon,1977,7.644722,6.4,201.0
Bedknobs and Broomsticks,1971,10.362012,6.8,260.0
Alice in Wonderland,1951,16.488937,7.0,1557.0
The Fox and the Hound,1981,10.197106,7.0,884.0
Freeway,1996,7.088533,6.5,95.0
The Sound of Music,1965,9.06773,7.4,966.0
Die Hard,1988,16.640522,7.5,4005.0
The Lawnmower Man,1992,6.685948,5.4,198.0
Unhook the Stars,1996,5.52185,6.2,11.0
Synthetic Pleasures,1995,0.001177,0.0,0.0
The Secret Agent,1996,2.943911,5.0,7.0
Secrets & Lies,1996,11.223572,7.1,127.0
That Thing You Do!,1996,8.685761,6.8,230.0
To Gillian on Her 37th Birthday,1996,3.263681,5.1,13.0
Surviving Picasso,1996,2.167132,5.3,21.0
Love Is All There Is,1996,0.453988,5.5,2.0
Beautiful Thing,1996,5.766163,7.3,76.0
The Long Kiss Goodnight,1996,14.482345,6.4,323.0
The Ghost and the Darkness,1996,10.789928,6.4,238.0
Looking for Richard,1996,2.653817,6.9,33.0
Trees Lounge,1996,3.464286,6.7,51.0
The Proprietor,1996,0.4319,0.0,0.0
Normal Life,1996,0.881187,6.8,8.0
Get on the Bus,1996,5.230661,7.0,11.0
Shadow Conspiracy,1997,3.733574,4.0,12.0
Jude,1996,3.379677,6.6,38.0
Everyone Says I Love You,1996,9.649113,6.5,149.0
Bitter Sugar,1996,0.401227,6.3,3.0
Romeo + Juliet,1996,11.774061,6.7,1406.0
Swingers,1996,6.578025,6.8,255.0
Sleepers,1996,9.198283,7.3,729.0
The Sunchaser,1996,2.35809,6.1,8.0
Johns,1996,0.271674,6.0,6.0
Aladdin and the King of Thieves,1996,8.654244,6.1,494.0
The Woman in Question,1952,0.757337,5.2,3.0
Shall We Dance,1937,3.786353,7.9,22.0
A Damsel in Distress,1937,1.685981,7.0,4.0
Crossfire,1947,3.770441,6.1,26.0
"Murder, My Sweet",1944,3.433265,7.2,48.0
Macao,1952,1.715751,5.6,8.0
For the Moment,1993,0.347124,7.4,3.0
Willy Wonka & the Chocolate Factory,1971,12.416635,7.4,826.0
The Sexual Life of the Belgians,1994,0.297781,5.0,2.0
The Innocents,1961,7.667964,7.5,126.0
Sleeper,1973,6.048904,7.0,206.0
Bananas,1971,4.331819,6.7,167.0
A Fish Called Wanda,1988,11.400353,7.1,576.0
Life of Brian,1979,10.714173,7.7,1230.0
Victor/Victoria,1982,5.378996,6.9,89.0
The Candidate,1972,11.862375,6.9,39.0
The Great Race,1965,4.473327,7.2,64.0
Bonnie and Clyde,1967,12.109198,7.6,384.0
The Old Man and the Sea,1958,1.728104,6.0,25.0
Dial M for Murder,1954,7.853231,7.9,539.0
Madame Butterfly,1995,0.1489,4.8,3.0
Dirty Dancing,1987,14.044122,7.1,1371.0
Reservoir Dogs,1992,12.22034,8.1,3821.0
Platoon,1986,18.206972,7.5,1236.0
Weekend at Bernie's,1989,8.051891,6.4,255.0
Basic Instinct,1992,16.628427,6.5,869.0
The Doors,1991,7.829619,6.7,285.0
The Crying Game,1992,7.404329,6.9,180.0
Glengarry Glen Ross,1992,6.792215,7.5,330.0
Sophie's Choice,1982,15.417202,7.4,149.0
E.T. the Extra-Terrestrial,1982,19.358546,7.3,3359.0
The Search for One-eye Jimmy,1994,0.617014,6.3,4.0
A Christmas Carol,1938,1.896952,7.0,34.0
Days of Thunder,1990,7.046753,5.9,359.0
Top Gun,1986,20.301019,6.7,1736.0
American Strays,1996,0.51063,6.8,5.0
Rebel Without a Cause,1955,10.968169,7.6,351.0
A Streetcar Named Desire,1951,7.301719,7.6,291.0
Children of the Corn IV: The Gathering,1996,7.97048,4.6,41.0
The Leopard Son,1996,0.002079,0.0,0.0
Charm's  Incidents,1996,0.001193,0.0,0.0
Bird of Prey,1995,0.564117,0.0,0.0
Microcosmos,1996,10.793031,7.7,61.0
Palookaville,1995,1.669597,5.4,7.0
The Associate,1996,3.277612,6.2,49.0
The Funeral,1996,2.772039,7.3,31.0
The Sleepover,2013,0.135596,8.0,1.0
A Single Girl,1995,1.813577,6.8,8.0
The Eighth Day,1996,2.887239,7.0,56.0
North Star,1996,2.753163,5.2,3.0
Drunks,1997,0.587824,0.0,0.0
The People vs. Larry Flynt,1996,9.178371,6.8,257.0
Glory Daze,1995,10.738755,5.8,15.0
A Perfect Candidate,1996,0.112669,5.3,2.0
On Golden Pond,1981,12.252186,7.3,101.0
The Return of the Pink Panther,1975,6.501177,6.7,138.0
Drop Dead Fred,1991,7.88101,5.9,107.0
The Abyss,1989,9.809585,7.1,822.0
The Fog,1980,9.194572,6.4,318.0
Escape from New York,1981,10.124544,6.9,720.0
The Howling,1981,6.715512,6.4,165.0
Jean de Florette,1986,4.883274,7.6,113.0
Manon of the Spring,1986,5.939394,7.8,103.0
Johnny 100 Pesos,1993,0.149107,6.3,3.0
Private Benjamin,1980,11.431866,6.0,103.0
Monty Python and the Holy Grail,1975,10.43389,7.8,1742.0
Hustler White,1996,1.068288,6.8,12.0
Dadetown,1995,0.037353,8.0,1.0
Everything Relative,1996,0.104276,4.0,1.0
Entertaining Angels - The Dorothy Day Story,1996,0.051135,5.0,1.0
Three Lives and Only One Death,1996,1.163947,8.0,5.0
The Line King: The Al Hirschfeld Story,1996,0.001663,0.0,0.0
Snowriders,1996,0.001223,0.0,0.0
Curtis's Charm,1995,0.001648,0.0,0.0
When We Were Kings,1996,3.60795,7.3,54.0
The Wrong Trousers,1993,7.771233,7.6,266.0
JLG/JLG: Self-Portrait in December,1995,0.441965,7.7,3.0
The Return of Martin Guerre,1982,1.233692,6.7,22.0
Faust,1994,1.892008,7.4,22.0
He Walked by Night,1948,2.3353,6.4,17.0
Raw Deal,1948,10.091381,7.2,19.0
T-Men,1947,4.237738,6.4,15.0
The Children Are Watching Us,1944,0.412633,7.2,11.0
Pastoral Symphony,1946,0.206154,4.7,3.0
Here Comes Cookie,1935,0.083133,8.0,1.0
Love In Bloom,1935,0.003387,0.0,0.0
Six of a Kind,1934,0.52878,3.5,2.0
The Tin Drum,1979,5.614456,7.0,93.0
The Ruling Class,1972,2.186663,6.8,29.0
Mina Tannenbaum,1994,0.400813,4.8,3.0
2 or 3 Things I Know About Her,1967,7.273791,7.0,33.0
The Bloody Child,1996,0.001287,0.0,0.0
Dear God,1996,1.952957,5.1,17.0
Bad Moon,1996,2.661026,5.7,33.0
American Dream,1990,0.075885,6.0,2.0
Best of the Best 3: No Turning Back,1995,1.567945,5.8,13.0
Bob Roberts,1992,3.041772,6.5,44.0
